Ano_Treino,Ano_Teste,Distancia_Anos,MAE_Geral,ME_Geral,MAPE_Geral,RMSE_Geral,R2_Geral,Raca_MAE_Priv,Raca_MAE_Unpriv,Disp_MAE_Raca,Raca_ME_Priv,Raca_ME_Unpriv,Disp_ME_Raca,Raca_MAPE_Priv,Raca_MAPE_Unpriv,Disp_MAPE_Raca,Gen_MAE_Priv,Gen_MAE_Unpriv,Disp_MAE_Gen,Gen_ME_Priv,Gen_ME_Unpriv,Disp_ME_Gen,Gen_MAPE_Priv,Gen_MAPE_Unpriv,Disp_MAPE_Gen
2014,2015,1,21963.367058351465,-9571.580834495728,0.8256790471695761,49770.581853854856,0.38062257563699653,22858.82493799835,17537.21498214687,5321.609955851478,-10044.119097288592,-7235.8749788819305,2808.2441184066633,0.7953546096722662,0.9755694831567855,0.1802148734845193,27218.1049623675,16230.6985281825,10987.406434184999,-12280.061401892315,-6616.757664072345,5663.303737819971,0.8148428818771003,0.837500786882304,0.022657905005203698
2014,2016,2,22737.487835866286,-10896.827730750536,0.7965373641449339,51254.73612640158,0.3720409778244169,23739.590296976887,17959.748650157653,5779.841646819228,-11472.482284672986,-8152.270735392182,3320.2115492808034,0.7693350166378761,0.9262304111849531,0.15689539454707693,28035.048654100905,17012.877155657163,11022.171498443748,-13821.643010261016,-7736.235646730974,6085.407363530042,0.7893588198069972,0.8042945892142261,0.01493576940722886
2014,2017,3,23604.02760611772,-12242.855521217194,0.7965771585032936,53757.6706462839,0.3522005002700845,24502.408025551857,19310.15237045929,5192.255655092564,-12724.198934169948,-9942.239305620056,2781.959628549891,0.7645961291549223,0.949432838523938,0.18483670936901564,29141.628846408534,17610.187004816496,11531.441841592043,-15609.392500279368,-8598.95175218649,7010.440748092881,0.767828531858188,0.8276943657813015,0.0598658339231136
2014,2018,4,24734.029572211188,-14060.811275984695,0.7946076798792202,56410.56439972229,0.32888663711954147,25747.478147287682,19802.726839090807,5944.751308196873,-14702.88061330796,-10936.58933136751,3766.291281940451,0.7668007902369353,0.9299122175388913,0.16311142730195619,30425.781566168524,18604.051324253065,11821.73024191546,-17789.166657913054,-10045.39784684333,7743.76881106972,0.7761172109582789,0.8145217893485455,0.03840457839026674
2014,2019,5,42260.38432046319,-40487.44490627343,0.8021462807703208,79258.31214987795,-0.18267389773596557,44124.12853772195,33103.37245701713,11020.756080704816,-42298.52805522992,-31589.169205611983,10709.358849617942,0.789210817587103,0.8657012411189641,0.07649042353186089,52095.50491299945,31569.275655023095,20526.229257976363,-50465.08044463105,-29641.41767548484,20823.6627691462,0.8076030099715809,0.7962146316055079,0.011388378366072966
2014,2021,7,45525.90630177525,-43845.31103057976,0.8393820584070238,82949.39405313399,-0.21598161769358395,48391.08000839407,36820.39510123816,11570.684907155899,-46621.657383662634,-35409.69185066777,11211.965532994871,0.8197700255735679,0.8989710358929404,0.07920101031937253,55195.88334998051,34945.92895588336,20249.954394097134,-53647.10527036937,-33121.11173940205,20525.993530967313,0.8475285801276496,0.8304689022720736,0.01705967785557602
2014,2022,8,48696.34903155814,-47171.56823464986,0.8322587351879619,88766.3418926121,-0.23403639652180097,51460.1719646691,40168.977659470955,11291.194305198153,-49856.969665467775,-38886.154936503815,10970.814728963967,0.8183098073027636,0.875296111748717,0.05698630444595342,58892.56661869823,37664.917308738266,21227.649309959954,-57488.60924859438,-36009.41594099878,21479.193307595608,0.8357654490815748,0.8284647719306805,0.00730067715089443
2015,2016,1,22576.517750207735,-9954.160964029823,0.8100854531002194,50771.4907497553,0.3838262867250702,23577.074345894038,17806.148810656665,5770.925535237372,-10476.356596464522,-7464.480883886983,3011.8757125775405,0.7805051019214447,0.9511161445099835,0.1706110425885384,27794.3094722905,16938.1065560356,10856.202916254899,-12333.545270469467,-7382.968432160887,4950.576838308578,0.8081298985069785,0.8121986499268918,0.004068751419913386
2015,2017,2,23427.298102260575,-11260.339079417365,0.805557398979472,53222.143314340494,0.3650427838665587,24303.942125234327,19237.313570868035,5066.628554366294,-11705.77782628345,-9131.331853975229,2574.4459723082227,0.7759733046444384,0.9469567519557937,0.17098344731135526,28909.49194998446,17493.429872527675,11416.062077456785,-14046.043011340382,-8245.122814136448,5800.920197203934,0.7769372046465473,0.8365355924907127,0.05959838784416544
2015,2018,3,24637.28796550842,-13176.433078811488,0.8076495443162954,56352.08106233971,0.3302776932601941,25640.31800361232,19756.680414276478,5883.637589335843,-13762.064619096263,-10326.829767671767,3435.234851424497,0.7809095192172868,0.9377628644169202,0.1568533451996336,30321.78517800243,18515.1230679231,11806.662110079325,-16445.108085451346,-9656.09229242113,6789.015793030217,0.7886603987403417,0.8281007251568323,0.039440326416490895
2015,2019,4,41970.86110659127,-40199.80981350577,0.8028325385679047,78500.54130436874,-0.16016303371422116,43717.363466733936,33389.88594741114,10327.477519322796,-41933.63848934966,-31681.103433701497,10252.53505564817,0.7854069022765782,0.8884487710799321,0.10304186880335393,52092.15646607648,30968.670792281522,21123.485673794952,-50255.54709730033,-29268.88334436308,20986.66375293725,0.8022841489565422,0.8034286566196264,0.0019495673611810815
2015,2021,6,45324.46583205007,-43656.97967593543,0.8429667229151663,82373.64472017386,-0.19915558305030878,47945.969370549086,37359.31929872442,10586.650071824663,-46209.88845517832,-35900.250678908786,10309.637776269527,0.8142574830834197,0.930196550669349,0.11593906758592931,55337.82541160963,34368.79168929995,20969.03372230969,-53607.21149671166,-32770.37397610868,20836.837520602978,0.8444325804033229,0.8413629198306611,0.0031542663935897144
2015,2022,7,48431.86453185657,-46883.52533104539,0.8306344035099557,88116.84675550522,-0.21604009835835175,50958.26300669556,40637.03159566073,10321.231411034825,-49361.3961871819,-39238.41726380603,10122.978923375857,0.8126862631173482,0.8860107652632927,0.07332450214594455,58968.99595453048,37031.59331851825,21937.402636012233,-57352.36555127594,-35557.13933353192,21795.226217744006,0.8315690181994834,0.8296232306856647,0.002644012140850982
2016,2017,1,23295.074180281514,-10119.128425329814,0.8260167789882336,52797.70091749487,0.37512987307929746,24172.421571286046,19101.72784969616,5070.693721589892,-10538.15015585596,-8116.383270841454,2421.766885014505,0.7941998820370455,0.978087976154634,0.18388809411758844,28737.317583047803,17404.447886657097,11332.869696390706,-12718.3814296026,-7305.724658241996,5412.656771360602,0.795672070736677,0.8588615679971418,0.06318949726046469
2016,2018,2,24421.286684438743,-11915.799406016786,0.8253295049500312,55542.3835971886,0.34938516088711535,25449.04175872259,19420.37047474181,6028.671283980784,-12449.58079143922,-9318.491886369085,3131.088905070135,0.7955518879622354,0.9702233334569641,0.1746714454947286,30000.427391473942,18412.590027814906,11587.837363659035,-14857.788326802298,-8747.29731574737,6110.491011054927,0.8029401707624014,0.8494426658365462,0.04650249507414454
2016,2019,3,45391.02082356028,-44491.18043881616,0.8209685167758516,82247.46897244206,-0.2735529035050997,47420.87749469195,35417.85956756629,12003.01792712566,-46545.179250141446,-34399.403193506194,12145.776056635255,0.8098317777522761,0.8756859240330447,0.06585414628076848,56325.117086379294,33505.28844190627,22819.82864447301,-55528.78463864193,-32492.931429443866,23035.853209198063,0.8334106265266478,0.8074435227382555,0.02596710378839216
2016,2021,5,48608.880831348295,-47707.279963358116,0.8550622846301185,85943.42175421999,-0.3053355945267084,51693.73827204197,39235.88507197054,12457.853200071426,-50812.03369395273,-38273.83154305386,12538.202150898878,0.8360813793440668,0.912733651354706,0.07665227201063904,59306.99577221783,36904.01192070757,22402.983851510253,-58502.22832058997,-35896.46505653443,22605.763264055546,0.8631605628581149,0.8462019119771316,0.016958650880983486
2016,2022,6,51805.894737546456,-50982.748884126464,0.847865258317114,91736.19718634343,-0.31798193449923473,54773.928627599875,42648.46032949718,12125.46829810267,-53978.62729418455,-41739.4042826589,12239.223011525672,0.8348362849646668,0.8880642497366865,0.053227964772019506,63019.52620342051,39673.70857895828,23345.817624462234,-62305.802348135454,-38732.17752131096,23573.624826824478,0.850445989339227,0.8450731289983645,0.005493102519165656
