Ano_Treino_1,Ano_Treino_2,Ano_Teste,MAE_Geral,ME_Geral,MAPE_Geral,RMSE_Geral,R2_Geral,Raca_MAE_Priv,Raca_MAE_Unpriv,Disp_MAE_Raca,Raca_ME_Priv,Raca_ME_Unpriv,Disp_ME_Raca,Raca_MAPE_Priv,Raca_MAPE_Unpriv,Disp_MAPE_Raca,Gen_MAE_Priv,Gen_MAE_Unpriv,Disp_MAE_Gen,Gen_ME_Priv,Gen_ME_Unpriv,Disp_ME_Gen,Gen_MAPE_Priv,Gen_MAPE_Unpriv,Disp_MAPE_Gen
2014,2015,2015,22828.805361910323,1315.0367892053057,1.2124033583738907,47096.03228293869,0.4097817055829029,23697.467620612377,18523.888521185094,5173.579099427275,884.2005449015825,3449.9065948933794,2565.7060499917966,1.1499041985589167,1.5221374288451304,0.3722332302862136,28166.641952294933,17014.451681956274,11152.190270338662,1322.360939594377,1306.9258176454534,269.10347911646966,1.189712986318196,1.2371074669731934,0.051960882710743075
2014,2015,2016,23827.532799723984,-706.4870245448602,1.1876412594574737,49891.62416236883,0.4049976952987206,24742.969895940572,19462.98939585078,5279.980500089795,-1285.2892444005884,2053.077145684894,3338.366390085482,1.1092190230902876,1.561536151709472,0.452317128619184,29355.546439185084,17853.891909774473,11501.654529410609,-1211.667711911923,-160.58243608171122,1051.0852758302121,1.193608565103575,1.1811929141140542,0.012415650989520629
2015,2016,2016,23794.855585055408,1407.8270170135395,1.2207200466969312,49257.91185224605,0.4070051519474113,24695.332331187547,19423.863424083684,5271.468907103861,929.4990795052466,3729.682789791687,2800.1837102864397,1.1475250766103782,1.5759335500614182,0.4284084734510405,29333.10888413101,17781.571909933282,11551.536974197727,1436.6333806470807,1376.7065227600967,303.07143467716094,1.1983130134530502,1.2450450638609523,0.04921780612552564
2015,2016,2017,24688.371757458382,-403.866767493087,1.219520610053867,51942.59637546769,0.39520658221621835,25509.123455518744,20765.52870045394,4743.594755064801,-881.9641907633292,1881.2350018723243,2763.199192635654,1.1428349261400774,1.5860454718650272,0.44321054572495017,30469.263239514745,18431.196389763256,12038.066849751489,-831.0615045093617,58.52426578685166,889.5857702962134,1.1690687951525893,1.2741291171389184,0.10506032198632896
2016,2017,2017,24564.28578046544,1440.5302770566575,1.2167507570114757,50884.71957275763,0.4011393679704169,25442.86773562847,20370.17293148319,5072.694804145289,943.9893564345242,3811.3015754981607,2867.312219063637,1.1453320382553391,1.5576757624244046,0.41234372416906573,30303.794909090862,18356.867892601884,11946.927016488979,1512.2069330369357,1363.050026764321,328.57369759572765,1.1859633209811906,1.250051247167139,0.06524359644229019
2016,2017,2018,25789.18100635285,-1018.3359947230759,1.259660882478221,54523.51213887414,0.3730362693734865,26660.024155766943,21551.776851434835,5108.247304332106,-1631.227824249828,1963.9121709762035,3595.1399952260313,1.1629504055729656,1.7302408909885334,0.5672904854155679,31757.141546793977,19361.72802941088,12395.413517383105,-1584.297793657367,-408.7989804038158,1175.4988132535511,1.2296976186252857,1.2919311141839103,0.06223349555862468
2017,2018,2018,25399.50878697025,1463.4287457370583,1.2404926153535194,52808.86006261608,0.39407051689004724,26288.07565656248,21114.26058369083,5173.815072871648,958.350270714167,3899.7559264841634,2941.405655769996,1.1656390857495535,1.6015006130695126,0.43586152731995936,31321.55486624724,19005.566721970314,12315.988144276931,1517.5317527109457,1404.936114486124,332.4989602951084,1.1968032788106906,1.2876678972427809,0.09087984743524179
2017,2018,2019,31009.32808553392,-12411.11798183754,1.1878733074990773,60576.63237174367,0.3091561337227544,32275.884895543622,24786.43782645871,7489.447069084913,-13725.211578928447,-5954.6683538201005,7770.543225108347,1.1189763409959042,1.52638024089841,0.40740389990250553,38628.90123032718,22726.594416048072,15902.306814279109,-17707.003069538976,-6654.311807517017,11052.691262021957,1.1296680842039006,1.2511443534705087,0.12147626926660796
2018,2019,2019,26735.69716994234,1655.135376838302,1.2924012526978104,55112.415269959034,0.3960036945401015,27669.08886429303,22171.62548276499,5497.463381528041,1107.111941795807,4334.852383976225,3227.740442180417,1.2167015541389106,1.6625800719655015,0.44587851782659094,32879.10043997679,20088.517942218987,12790.58249775781,1684.2135079989425,1623.7063824500858,294.11112279085165,1.2698104145911018,1.3168570426691795,0.05717102714945717
2018,2019,2021,28835.230753634754,-1433.16024027485,1.391464625307943,58952.578060340325,0.3858142501416699,30242.600214524657,24559.095391660758,5683.5048228638925,-2552.824632737994,1968.8153142660092,4521.639947004002,1.255907996665594,1.8033383438985109,0.5474303472329172,34954.65256967293,22139.936249739654,12814.716319933275,-1926.8098008727377,-893.0554249377252,1033.7543759350128,1.3835816358904722,1.40008944923865,0.0165078133481777
